timestamp,mote_id,has_fault_type,temperature,light
'2004-02-29T00:00:18',45,0,18.0284,0.92
'2004-02-29T00:00:55',45,0,18.0088,0.92
'2004-02-29T00:01:22',45,0,18.0088,0.92
'2004-02-29T00:01:54',45,0,17.9892,0.92
'2004-02-29T00:02:19',45,0,17.9794,0.92
'2004-02-29T00:02:49',45,0,17.9892,0.92
'2004-02-29T00:03:19',45,0,17.9892,0.92
'2004-02-29T00:03:52',45,0,17.999,0.92
'2004-02-29T00:04:19',45,0,17.9794,0.92
'2004-02-29T00:04:50',45,0,17.9598,0.92
'2004-02-29T00:05:48',45,0,17.9696,0.92
'2004-02-29T00:06:22',45,0,17.9598,0.92
'2004-02-29T00:06:51',45,0,17.9696,0.92
'2004-02-29T00:07:18',45,0,17.9598,0.92
'2004-02-29T00:07:53',45,0,17.9598,0.92
'2004-02-29T00:08:19',45,0,17.9598,0.92
'2004-02-29T00:08:49',45,0,17.95,0.92
'2004-02-29T00:09:52',45,0,17.9304,0.92
'2004-02-29T00:10:24',45,0,17.9304,0.92
'2004-02-29T00:10:52',45,0,17.9108,0.92
'2004-02-29T00:11:19',45,0,17.9108,0.92
'2004-02-29T00:11:50',45,0,17.901,0.92
'2004-02-29T00:12:19',45,0,17.901,0.92
'2004-02-29T00:12:54',45,0,17.8912,0.92
'2004-02-29T00:13:23',45,0,17.8912,0.92
'2004-02-29T00:13:48',45,0,17.8912,0.92
'2004-02-29T00:14:20',45,0,17.901,0.92
'2004-02-29T00:14:54',45,0,17.901,0.92
'2004-02-29T00:15:21',45,0,17.901,0.92
'2004-02-29T00:15:54',45,0,17.901,0.92
'2004-02-29T00:16:23',45,0,17.901,0.92
'2004-02-29T00:16:51',45,0,17.9206,0.92
'2004-02-29T00:17:21',45,0,17.9108,0.92
'2004-02-29T00:17:48',45,0,17.9108,0.92
'2004-02-29T00:18:22',45,0,17.9108,0.92
'2004-02-29T00:18:55',45,0,17.9108,0.92
'2004-02-29T00:19:18',45,0,17.9206,0.92
'2004-02-29T00:19:53',45,0,17.9108,0.92
'2004-02-29T00:20:19',45,0,17.8912,0.92
'2004-02-29T00:20:54',45,0,17.901,0.92
'2004-02-29T00:21:21',45,0,17.8912,0.92
'2004-02-29T00:21:51',45,0,17.8912,0.92
'2004-02-29T00:23:18',45,0,17.8716,0.92
'2004-02-29T00:23:53',45,0,17.852,0.92
'2004-02-29T00:24:20',45,0,17.8422,0.92
'2004-02-29T00:24:51',45,0,17.8324,0.92
'2004-02-29T00:25:51',45,0,17.8128,0.92
'2004-02-29T00:26:24',45,0,17.8128,0.92
'2004-02-29T00:26:48',45,0,17.8128,0.92
'2004-02-29T00:27:23',45,0,17.7932,0.92
'2004-02-29T00:27:51',45,0,17.7932,0.92
'2004-02-29T00:28:22',45,0,17.7932,0.92
'2004-02-29T00:28:52',45,0,17.7932,0.92
'2004-02-29T00:29:49',45,0,17.7932,0.92
'2004-02-29T00:30:55',45,0,17.7736,0.92
'2004-02-29T00:31:22',45,0,17.7736,0.92
'2004-02-29T00:31:50',45,0,17.7736,0.92
'2004-02-29T00:32:51',45,0,17.7442,0.92
'2004-02-29T00:33:24',45,0,17.754,0.92
'2004-02-29T00:33:53',45,0,17.7344,0.92
'2004-02-29T00:34:21',45,0,17.7246,0.92
'2004-02-29T00:34:51',45,0,17.7246,0.92
'2004-02-29T00:35:20',45,0,17.7148,0.92
'2004-02-29T00:36:22',45,0,17.6952,0.92
'2004-02-29T00:36:52',45,0,17.6952,0.92
'2004-02-29T00:37:21',45,0,17.6952,0.92
'2004-02-29T00:37:48',45,0,17.705,0.92
'2004-02-29T00:38:20',45,0,17.6952,0.92
'2004-02-29T00:39:24',45,0,17.6756,0.92
'2004-02-29T00:40:21',45,0,17.6756,0.92
'2004-02-29T00:40:48',45,0,17.6854,0.92
'2004-02-29T00:41:23',45,0,17.6756,0.92
'2004-02-29T00:41:54',45,0,17.6952,0.92
'2004-02-29T00:42:53',45,0,17.6952,0.92
'2004-02-29T00:43:25',45,0,17.705,0.92
'2004-02-29T00:43:54',45,0,17.705,0.92
'2004-02-29T00:44:25',45,0,17.6952,0.92
'2004-02-29T00:44:55',45,0,17.705,0.92
'2004-02-29T00:45:24',45,0,17.7246,0.92
'2004-02-29T00:45:51',45,0,17.7344,0.92
'2004-02-29T00:46:51',45,0,17.7148,0.92
'2004-02-29T00:47:19',45,0,17.7148,0.92
'2004-02-29T00:47:52',45,0,17.7148,0.92
'2004-02-29T00:48:22',45,0,17.7148,0.92
'2004-02-29T00:49:20',45,0,17.7148,0.92
'2004-02-29T00:49:51',45,0,17.7148,0.92
'2004-02-29T00:50:20',45,0,17.6952,0.92
'2004-02-29T00:50:48',45,0,17.705,0.92
'2004-02-29T00:51:55',45,0,17.6854,0.92
'2004-02-29T00:53:25',45,0,17.6854,0.92
'2004-02-29T00:53:48',45,0,17.6756,0.92
'2004-02-29T00:54:23',45,0,17.6756,0.92
'2004-02-29T00:54:54',45,0,17.6756,0.92
'2004-02-29T00:55:21',45,0,17.6658,0.92
'2004-02-29T00:56:18',45,0,17.6756,0.92
'2004-02-29T00:56:50',45,0,17.6756,0.92
'2004-02-29T00:57:18',45,0,17.6756,0.92
'2004-02-29T00:57:49',45,0,17.656,0.92
'2004-02-29T00:58:21',45,0,17.6658,0.92
