timestamp,mote_id,has_fault_type,temperature,light
'2004-02-29T00:00:19',29,0,18.5184,23
'2004-02-29T00:01:48',29,0,18.538,23
'2004-02-29T00:03:19',29,0,18.5184,23
'2004-02-29T00:05:19',29,0,18.5184,23
'2004-02-29T00:05:48',29,0,18.5184,23
'2004-02-29T00:07:18',29,0,18.5086,23
'2004-02-29T00:07:48',29,0,18.489,23
'2004-02-29T00:10:19',29,0,18.489,23
'2004-02-29T00:10:48',29,0,18.4792,23
'2004-02-29T00:11:22',29,0,18.489,23
'2004-02-29T00:12:18',29,0,18.4694,23
'2004-02-29T00:12:49',29,0,18.4694,23
'2004-02-29T00:15:18',29,0,18.44,23
'2004-02-29T00:18:19',29,0,18.4204,23
'2004-02-29T00:18:48',29,0,18.4204,23
'2004-02-29T00:19:19',29,0,18.4204,23
'2004-02-29T00:20:19',29,0,18.4302,23
'2004-02-29T00:23:18',29,0,18.4204,23
'2004-02-29T00:24:23',29,0,18.4204,23
'2004-02-29T00:25:49',29,0,18.4204,23
'2004-02-29T00:27:19',29,0,18.3812,23
'2004-02-29T00:27:48',29,0,18.3812,23
'2004-02-29T00:28:48',29,0,18.391,23
'2004-02-29T00:29:48',29,0,18.3714,23
'2004-02-29T00:30:19',29,0,18.3714,23
'2004-02-29T00:30:48',29,0,18.3714,23
'2004-02-29T00:31:54',29,0,18.3714,23
'2004-02-29T00:32:18',29,0,18.3616,23
'2004-02-29T00:32:49',29,0,18.3714,23
'2004-02-29T00:33:19',29,0,18.3616,23
'2004-02-29T00:33:49',29,0,18.3616,23
'2004-02-29T00:35:18',29,0,18.3518,23
'2004-02-29T00:35:48',29,0,18.342,23
'2004-02-29T00:36:48',29,0,18.342,23
'2004-02-29T00:37:18',29,0,18.3224,23
'2004-02-29T00:37:52',29,0,18.3224,23
'2004-02-29T00:38:18',29,0,18.3224,23
'2004-02-29T00:38:48',29,0,18.3028,23
'2004-02-29T00:39:19',29,0,18.293,23
'2004-02-29T00:40:18',29,0,18.2734,23
'2004-02-29T00:40:48',29,0,18.2636,23
'2004-02-29T00:41:48',29,0,18.244,23
'2004-02-29T00:42:18',29,0,18.244,23
'2004-02-29T00:42:49',29,0,18.244,23
'2004-02-29T00:43:48',29,0,18.2244,23
'2004-02-29T00:47:48',29,0,18.1656,23
'2004-02-29T00:48:18',29,0,18.146,23
'2004-02-29T00:49:49',29,0,18.1264,21.16
'2004-02-29T00:50:49',29,0,18.1166,21.16
'2004-02-29T00:51:18',29,0,18.097,21.16
'2004-02-29T00:52:49',29,0,18.0676,21.16
