timestamp,mote_id,has_fault_type,temperature,light
'2004-02-29T00:00:18',33,0,19.1456,97.52
'2004-02-29T00:02:18',33,0,19.1456,97.52
'2004-02-29T00:02:48',33,0,19.1456,97.52
'2004-02-29T00:05:48',33,0,19.126,97.52
'2004-02-29T00:09:19',33,0,19.1162,97.52
'2004-02-29T00:11:48',33,0,19.1064,97.52
'2004-02-29T00:12:18',33,0,19.0966,97.52
'2004-02-29T00:12:48',33,0,19.0966,97.52
'2004-02-29T00:13:18',33,0,19.1064,97.52
'2004-02-29T00:13:48',33,0,19.0966,97.52
'2004-02-29T00:14:20',33,0,19.0868,97.52
'2004-02-29T00:14:49',33,0,19.0672,97.52
'2004-02-29T00:15:18',33,0,19.0672,97.52
'2004-02-29T00:16:18',33,0,19.0672,97.52
'2004-02-29T00:17:48',33,0,19.0672,97.52
'2004-02-29T00:19:19',33,0,19.0574,97.52
'2004-02-29T00:20:52',33,0,19.0476,97.52
'2004-02-29T00:23:22',33,0,19.0476,97.52
'2004-02-29T00:24:22',33,0,19.0476,97.52
'2004-02-29T00:25:53',33,0,19.0182,97.52
'2004-02-29T00:29:48',33,0,19.0084,97.52
'2004-02-29T00:30:51',33,0,18.9888,97.52
'2004-02-29T00:35:48',33,0,18.979,97.52
'2004-02-29T00:36:22',33,0,18.9692,97.52
'2004-02-29T00:37:19',33,0,18.979,97.52
'2004-02-29T00:41:48',33,0,18.9104,97.52
'2004-02-29T00:42:48',33,0,18.9104,97.52
'2004-02-29T00:46:19',33,0,18.8712,97.52
'2004-02-29T00:48:19',33,0,18.8614,97.52
'2004-02-29T00:50:48',33,0,18.832,97.52
'2004-02-29T00:51:18',33,0,18.8418,97.52
'2004-02-29T00:54:18',33,0,18.8124,97.52
'2004-02-29T00:56:18',33,0,18.8124,97.52
'2004-02-29T00:57:23',33,0,18.7928,97.52
'2004-02-29T00:59:18',33,0,18.7732,97.52
'2004-02-29T01:01:49',33,0,18.7732,97.52
'2004-02-29T01:02:18',33,0,18.7732,97.52
'2004-02-29T01:03:19',33,0,18.783,97.52
'2004-02-29T01:04:18',33,0,18.783,97.52
'2004-02-29T01:05:23',33,0,18.7536,97.52
'2004-02-29T01:06:21',33,0,18.7438,97.52
'2004-02-29T01:06:48',33,0,18.7242,97.52
'2004-02-29T01:07:19',33,0,18.7242,97.52
'2004-02-29T01:07:48',33,0,18.7144,97.52
'2004-02-29T01:08:48',33,0,18.7144,97.52
'2004-02-29T01:09:51',33,0,18.7144,97.52
'2004-02-29T01:10:22',33,0,18.6948,97.52
'2004-02-29T01:12:18',33,0,18.685,97.52
'2004-02-29T01:13:18',33,0,18.6948,97.52
'2004-02-29T01:13:51',33,0,18.685,97.52
'2004-02-29T01:14:18',33,0,18.6752,97.52
'2004-02-29T01:14:48',33,0,18.6654,97.52
'2004-02-29T01:15:18',33,0,18.685,97.52
'2004-02-29T01:15:49',33,0,18.6752,97.52
'2004-02-29T01:16:20',33,0,18.6752,97.52
'2004-02-29T01:19:48',33,0,18.6458,97.52
'2004-02-29T01:20:18',33,0,18.6164,97.52
'2004-02-29T01:22:18',33,0,18.6262,97.52
'2004-02-29T01:25:22',33,0,18.6164,97.52
'2004-02-29T01:25:48',33,0,18.6164,97.52
'2004-02-29T01:26:23',33,0,18.6066,97.52
'2004-02-29T01:28:50',33,0,18.5772,97.52
'2004-02-29T01:29:51',33,0,18.5772,97.52
'2004-02-29T01:32:48',33,0,18.5772,97.52
'2004-02-29T01:34:51',33,0,18.5674,97.52
'2004-02-29T01:35:22',33,0,18.5478,97.52
'2004-02-29T01:36:20',33,0,18.538,97.52
'2004-02-29T01:38:50',33,0,18.489,97.52
'2004-02-29T01:39:49',33,0,18.489,97.52
'2004-02-29T01:40:22',33,0,18.4792,97.52
'2004-02-29T01:40:49',33,0,18.489,97.52
'2004-02-29T01:41:22',33,0,18.489,97.52
