set_id,timestamp,mote_id,has_fault_type,temperature
35,'2007-09-20T21:15:41',18,0,4.32
35,'2007-09-20T21:17:41',18,0,4.58
35,'2007-09-20T21:19:41',18,0,4.54
35,'2007-09-20T21:21:41',18,0,4.46
35,'2007-09-20T21:23:41',18,0,4.36
35,'2007-09-20T21:25:41',18,0,4.37
35,'2007-09-20T21:27:41',18,0,4.48
35,'2007-09-20T21:29:41',18,0,4.58
35,'2007-09-20T21:31:41',18,0,4.38
35,'2007-09-20T21:33:41',18,0,4.58
35,'2007-09-20T21:35:41',18,0,4.56
35,'2007-09-20T21:37:41',18,0,4.59
35,'2007-09-20T21:39:41',18,0,4.78
35,'2007-09-20T21:41:41',18,0,4.6
35,'2007-09-20T21:43:41',18,0,4.68
35,'2007-09-20T21:45:41',18,0,4.5
35,'2007-09-20T21:47:41',18,0,4.4
35,'2007-09-20T21:49:41',18,0,4.52
35,'2007-09-20T21:51:41',18,0,4.48
35,'2007-09-20T21:53:41',18,0,4.28
35,'2007-09-20T21:55:41',18,0,4.23
35,'2007-09-20T21:57:41',18,0,4.15
35,'2007-09-20T21:59:41',18,0,4.08
35,'2007-09-20T22:01:41',18,0,4
35,'2007-09-20T22:03:41',18,0,4.02
35,'2007-09-20T22:05:41',18,0,4.14
35,'2007-09-20T22:07:41',18,0,4.22
35,'2007-09-20T22:09:41',18,0,4.2
35,'2007-09-20T22:11:40',18,0,4.2
35,'2007-09-20T22:13:40',18,0,4.15
35,'2007-09-20T22:15:40',18,0,4.19
35,'2007-09-20T22:17:40',18,0,4.09
35,'2007-09-20T22:19:41',18,0,4.14
35,'2007-09-20T22:21:41',18,0,4.22
35,'2007-09-20T22:23:41',18,0,4.27
35,'2007-09-20T22:25:40',18,0,4.24
35,'2007-09-20T22:27:40',18,0,4.38
35,'2007-09-20T22:29:40',18,0,4.44
35,'2007-09-20T22:31:40',18,0,4.48
35,'2007-09-20T22:33:40',18,0,4.59
35,'2007-09-20T22:35:40',18,0,4.48
35,'2007-09-20T22:37:40',18,0,4.54
35,'2007-09-20T22:39:40',18,0,4.68
35,'2007-09-20T22:41:40',18,0,4.54
35,'2007-09-20T22:43:40',18,0,4.66
35,'2007-09-20T22:45:40',18,0,4.67
35,'2007-09-20T22:47:40',18,0,4.94
35,'2007-09-20T22:49:40',18,0,4.98
35,'2007-09-20T22:51:40',18,0,5.1
35,'2007-09-20T22:53:40',18,0,5.28
35,'2007-09-20T22:55:40',18,0,4.81
35,'2007-09-20T22:57:40',18,0,4.72
35,'2007-09-20T22:59:40',18,0,5.03
35,'2007-09-20T23:01:40',18,0,5.05
35,'2007-09-20T23:03:40',18,0,5.18
35,'2007-09-20T23:05:40',18,0,5.22
35,'2007-09-20T23:07:40',18,0,5.15
35,'2007-09-20T23:09:40',18,0,4.96
35,'2007-09-20T23:11:40',18,0,4.96
35,'2007-09-20T23:13:40',18,0,5.01
35,'2007-09-20T23:15:40',18,0,4.96
35,'2007-09-20T23:17:40',18,0,4.68
35,'2007-09-20T23:19:40',18,0,4.5
35,'2007-09-20T23:21:40',18,0,4.52
35,'2007-09-20T23:23:40',18,0,4.43
35,'2007-09-20T23:25:40',18,0,4.43
35,'2007-09-20T23:27:40',18,0,4.5
35,'2007-09-20T23:29:40',18,0,4.7
35,'2007-09-20T23:31:40',18,0,4.72
35,'2007-09-20T23:33:40',18,0,4.68
35,'2007-09-20T23:35:40',18,0,4.55
35,'2007-09-20T23:37:40',18,0,4.21
35,'2007-09-20T23:39:40',18,0,4.32
35,'2007-09-20T23:41:40',18,0,4.59
35,'2007-09-20T23:43:40',18,0,4.33
35,'2007-09-20T23:45:40',18,0,4.14
35,'2007-09-20T23:47:40',18,0,4.13
35,'2007-09-20T23:49:40',18,0,4.16
35,'2007-09-20T23:51:40',18,0,4.36
35,'2007-09-20T23:53:40',18,0,4.24
35,'2007-09-20T23:55:40',18,0,4.4
35,'2007-09-20T23:57:40',18,0,4.42
35,'2007-09-20T23:59:40',18,0,4.13
35,'2007-09-21T00:01:40',18,0,4.26
35,'2007-09-21T00:03:40',18,0,4.21
35,'2007-09-21T00:05:40',18,0,4.34
35,'2007-09-21T00:07:40',18,0,4.06
35,'2007-09-21T00:09:40',18,0,4.18
35,'2007-09-21T00:11:40',18,0,4.48
35,'2007-09-21T00:13:40',18,0,4.72
35,'2007-09-21T00:15:40',18,0,4.74
35,'2007-09-21T00:17:40',18,0,4.52
35,'2007-09-21T00:19:40',18,0,4.4
35,'2007-09-21T00:21:40',18,0,4.37
35,'2007-09-21T00:23:40',18,0,4.44
35,'2007-09-21T00:25:40',18,0,4.35
35,'2007-09-21T00:27:40',18,0,4.48
35,'2007-09-21T00:29:40',18,0,4.58
35,'2007-09-21T00:31:40',18,0,4.34
35,'2007-09-21T00:33:40',18,0,4.36
35,'2007-09-21T00:35:40',18,0,4.38
35,'2007-09-21T00:37:40',18,0,4.39
35,'2007-09-21T00:39:40',18,0,4.4
35,'2007-09-21T00:41:40',18,0,4.34
35,'2007-09-21T00:43:40',18,0,4.34
35,'2007-09-21T00:45:40',18,0,4.33
35,'2007-09-21T00:47:40',18,0,4.3
35,'2007-09-21T00:49:40',18,0,4.4
35,'2007-09-21T00:51:40',18,0,4.4
35,'2007-09-21T00:53:40',18,0,4.16
35,'2007-09-21T00:55:40',18,0,4.15
35,'2007-09-21T00:57:40',18,0,4.18
35,'2007-09-21T00:59:40',18,0,4.08
35,'2007-09-21T01:01:40',18,0,4.12
35,'2007-09-21T01:03:40',18,0,4.29
35,'2007-09-21T01:05:40',18,0,4.22
35,'2007-09-21T01:07:40',18,0,4.32
35,'2007-09-21T01:09:40',18,0,4.21
35,'2007-09-21T01:11:40',18,0,4.08
35,'2007-09-21T01:13:40',18,0,4.17
35,'2007-09-21T01:15:40',18,0,4.1
35,'2007-09-21T01:17:40',18,0,4.02
35,'2007-09-21T01:19:40',18,0,4.08
35,'2007-09-21T01:21:40',18,0,4.08
35,'2007-09-21T01:23:40',18,0,4.1
35,'2007-09-21T01:25:40',18,0,4.23
35,'2007-09-21T01:27:40',18,0,4.28
35,'2007-09-21T01:29:40',18,0,4.59
35,'2007-09-21T01:31:40',18,0,4.27
35,'2007-09-21T01:33:40',18,0,4.14
35,'2007-09-21T01:35:40',18,0,4.1
35,'2007-09-21T01:37:40',18,0,4.18
35,'2007-09-21T01:39:40',18,0,4.12
35,'2007-09-21T01:41:40',18,0,4.2
35,'2007-09-21T01:43:40',18,0,4.19
35,'2007-09-21T01:45:40',18,0,4.1
35,'2007-09-21T01:47:40',18,0,4.22
35,'2007-09-21T01:49:40',18,0,4.22
35,'2007-09-21T01:51:40',18,0,4.24
35,'2007-09-21T01:53:40',18,0,4.2
35,'2007-09-21T01:55:40',18,0,4.19
35,'2007-09-21T01:57:40',18,0,4.07
35,'2007-09-21T01:59:40',18,0,4.2
35,'2007-09-21T02:01:40',18,0,4.26
