set_id,timestamp,mote_id,has_fault_type,temperature
40,'2007-09-20T21:18:48',19,0,4.38
40,'2007-09-20T21:20:48',19,0,4.53
40,'2007-09-20T21:22:48',19,0,4.36
40,'2007-09-20T21:24:48',19,0,4.14
40,'2007-09-20T21:26:48',19,0,4.1
40,'2007-09-20T21:28:48',19,0,3.86
40,'2007-09-20T21:30:48',19,0,4.06
40,'2007-09-20T21:32:48',19,0,4.08
40,'2007-09-20T21:34:48',19,0,3.85
40,'2007-09-20T21:36:48',19,0,3.74
40,'2007-09-20T21:38:48',19,0,3.83
40,'2007-09-20T21:40:48',19,0,4.01
40,'2007-09-20T21:42:48',19,0,3.82
40,'2007-09-20T21:44:48',19,0,4.11
40,'2007-09-20T21:46:48',19,0,4.24
40,'2007-09-20T21:48:48',19,0,4.21
40,'2007-09-20T21:50:48',19,0,4.07
40,'2007-09-20T21:52:48',19,0,4
40,'2007-09-20T21:54:48',19,0,3.83
40,'2007-09-20T21:56:48',19,0,3.54
40,'2007-09-20T21:58:48',19,0,3.46
40,'2007-09-20T22:00:47',19,0,3.59
40,'2007-09-20T22:02:48',19,0,3.72
40,'2007-09-20T22:04:48',19,0,3.85
40,'2007-09-20T22:06:48',19,0,4.04
40,'2007-09-20T22:08:48',19,0,3.68
40,'2007-09-20T22:10:47',19,0,3.62
40,'2007-09-20T22:12:47',19,0,3.68
40,'2007-09-20T22:14:48',19,0,3.84
40,'2007-09-20T22:16:48',19,0,4.05
40,'2007-09-20T22:18:48',19,0,4.53
40,'2007-09-20T22:20:48',19,0,4.42
40,'2007-09-20T22:22:48',19,0,4.44
40,'2007-09-20T22:24:48',19,0,4.46
40,'2007-09-20T22:26:48',19,0,4.28
40,'2007-09-20T22:28:48',19,0,4.62
40,'2007-09-20T22:30:48',19,0,3.98
40,'2007-09-20T22:32:48',19,0,4.08
40,'2007-09-20T22:34:48',19,0,4.34
40,'2007-09-20T22:36:48',19,0,4.86
40,'2007-09-20T22:38:48',19,0,4.52
40,'2007-09-20T22:40:48',19,0,5.03
40,'2007-09-20T22:42:48',19,0,4.54
40,'2007-09-20T22:44:48',19,0,4.05
40,'2007-09-20T22:46:48',19,0,4.44
40,'2007-09-20T22:48:48',19,0,4.38
40,'2007-09-20T22:50:48',19,0,4.39
40,'2007-09-20T22:52:48',19,0,4.24
40,'2007-09-20T22:54:48',19,0,3.98
40,'2007-09-20T22:56:48',19,0,4.68
40,'2007-09-20T22:58:48',19,0,4.85
40,'2007-09-20T23:00:48',19,0,4.77
40,'2007-09-20T23:02:48',19,0,4.07
40,'2007-09-20T23:04:48',19,0,3.91
40,'2007-09-20T23:06:48',19,0,3.88
40,'2007-09-20T23:08:48',19,0,3.87
40,'2007-09-20T23:10:48',19,0,4.76
40,'2007-09-20T23:12:48',19,0,4.76
40,'2007-09-20T23:14:48',19,0,4.94
40,'2007-09-20T23:16:48',19,0,4.98
40,'2007-09-20T23:18:48',19,0,4.82
40,'2007-09-20T23:20:48',19,0,4.97
40,'2007-09-20T23:22:48',19,0,4.5
40,'2007-09-20T23:24:48',19,0,3.94
40,'2007-09-20T23:26:48',19,0,4.04
40,'2007-09-20T23:28:48',19,0,3.99
40,'2007-09-20T23:30:48',19,0,4.24
40,'2007-09-20T23:32:48',19,0,4.28
40,'2007-09-20T23:34:48',19,0,4.57
40,'2007-09-20T23:36:48',19,0,4.29
40,'2007-09-20T23:38:48',19,0,3.79
40,'2007-09-20T23:40:48',19,0,3.79
40,'2007-09-20T23:42:48',19,0,3.58
40,'2007-09-20T23:44:48',19,0,3.78
40,'2007-09-20T23:46:48',19,0,3.98
40,'2007-09-20T23:48:48',19,0,4.47
40,'2007-09-20T23:50:48',19,0,4.38
40,'2007-09-20T23:52:48',19,0,4.24
40,'2007-09-20T23:54:48',19,2,4.0848
40,'2007-09-20T23:56:48',19,2,3.7492
40,'2007-09-20T23:58:48',19,2,3.184
40,'2007-09-21T00:00:48',19,2,3.4625
40,'2007-09-21T00:02:48',19,2,3.5536
40,'2007-09-21T00:04:48',19,2,3.5914
40,'2007-09-21T00:06:48',19,2,3.9946
40,'2007-09-21T00:08:48',19,2,4.2088
40,'2007-09-21T00:10:48',19,2,3.6809
40,'2007-09-21T00:12:48',19,2,4.4186
40,'2007-09-21T00:14:48',19,2,4.2828
40,'2007-09-21T00:16:48',19,2,3.6118
40,'2007-09-21T00:18:48',19,2,3.3495
40,'2007-09-21T00:20:48',19,2,4.1921
40,'2007-09-21T00:22:48',19,2,4.559
40,'2007-09-21T00:24:48',19,2,4.0032
40,'2007-09-21T00:26:47',19,2,4.2831
40,'2007-09-21T00:28:47',19,2,4.0593
40,'2007-09-21T00:30:47',19,2,4.1279
40,'2007-09-21T00:32:47',19,2,4.0153
40,'2007-09-21T00:34:47',19,2,4.6265
40,'2007-09-21T00:36:47',19,2,4.254
40,'2007-09-21T00:38:47',19,2,3.8064
40,'2007-09-21T00:40:47',19,2,3.7846
40,'2007-09-21T00:42:47',19,2,3.883
40,'2007-09-21T00:44:47',19,2,4.2203
40,'2007-09-21T00:46:47',19,2,4.5161
40,'2007-09-21T00:48:47',19,2,4.5389
40,'2007-09-21T00:50:47',19,2,3.796
