"","initialIndex","finalIndex","cv","shapiro","ad","normality","bestDistFit","runs","IQR"
"1","5646","6244","0.481589531508571","1.67387598855359e-26","3.7e-24","FALSE","lnorm","4.27213125960391e-96","16.4085001945496"
"2","5648","6245","0.481755096790736","1.75812920026251e-26","3.7e-24","FALSE","lnorm","6.6689117804511e-96","16.4160387516022"
"3","5650","6246","0.482123261573546","1.80154069681434e-26","3.7e-24","FALSE","lnorm","1.93649310724867e-96","16.4235773086548"
"4","5652","6247","0.482427143166906","1.86761893786601e-26","3.7e-24","FALSE","lnorm","5.5953098072034e-97","16.4331331253052"
"5","5654","6248","0.482449459892152","1.98449731721205e-26","3.7e-24","FALSE","lnorm","8.80655083400651e-97","16.4426889419555"
"6","5656","6249","0.4816103217349","2.25915488656603e-26","3.7e-24","FALSE","lnorm","1.39095611553735e-96","16.4144840240479"
"7","5658","6250","0.481157440017421","2.82143061148858e-26","3.7e-24","FALSE","lnorm","6.9112117213376e-95","16.4820308685303"
"8","5660","6251","0.481332146292666","3.7186410974253e-26","3.7e-24","FALSE","lnorm","1.11644737737062e-94","16.5075225830078"
"9","5662","6252","0.480576256166878","4.20887794388209e-26","3.7e-24","FALSE","gamma","1.76988736565884e-94","16.4928469657898"
"10","5664","6253","0.479563380465","4.78676424115354e-26","3.7e-24","FALSE","gamma","8.52176885895766e-93","16.4761171340942"
"11","5666","6254","0.479286165953651","5.95143673275962e-26","3.7e-24","FALSE","gamma","1.37731968773449e-92","16.5521211624145"
"12","5668","6255","0.479169009468327","7.34746667413161e-26","3.7e-24","FALSE","gamma","6.43215897758644e-91","16.5687894821167"
"13","5670","6256","0.478416271178334","8.65024221002272e-26","3.7e-24","FALSE","gamma","2.91614743469354e-89","16.5594291687012"
"14","5672","6257","0.477484743001037","9.79209737854004e-26","3.7e-24","FALSE","gamma","4.63691974631655e-89","16.536612033844"
"15","5674","6258","0.476438218680993","1.12031850205551e-25","3.7e-24","FALSE","gamma","7.59576187604381e-89","16.5480108261109"
