set_id,timestamp,mote_id,has_fault_type,temperature
42,'2007-09-15T00:06:13',20,0,6.14
42,'2007-09-15T00:08:13',20,0,6.04
42,'2007-09-15T00:10:13',20,0,6.06
42,'2007-09-15T00:12:13',20,0,5.96
42,'2007-09-15T00:14:13',20,0,5.86
42,'2007-09-15T00:16:13',20,0,5.82
42,'2007-09-15T00:18:13',20,0,5.78
42,'2007-09-15T00:20:13',20,0,5.74
42,'2007-09-15T00:22:13',20,0,5.66
42,'2007-09-15T00:24:13',20,0,5.76
42,'2007-09-15T00:26:13',20,0,5.76
42,'2007-09-15T00:28:13',20,0,5.79
42,'2007-09-15T00:30:13',20,0,5.92
42,'2007-09-15T00:32:13',20,0,5.82
42,'2007-09-15T00:34:13',20,0,5.7
42,'2007-09-15T00:36:13',20,0,5.8
42,'2007-09-15T00:38:13',20,0,5.78
42,'2007-09-15T00:40:13',20,0,5.84
42,'2007-09-15T00:42:13',20,0,5.85
42,'2007-09-15T00:44:13',20,0,5.75
42,'2007-09-15T00:46:13',20,0,5.8
42,'2007-09-15T00:48:13',20,0,5.78
42,'2007-09-15T00:50:13',20,0,5.84
42,'2007-09-15T00:52:13',20,0,5.8
42,'2007-09-15T00:54:13',20,0,5.76
42,'2007-09-15T00:56:13',20,0,5.76
42,'2007-09-15T00:58:13',20,0,5.7
42,'2007-09-15T01:00:13',20,0,5.72
42,'2007-09-15T01:02:13',20,0,5.73
42,'2007-09-15T01:04:13',20,0,5.67
42,'2007-09-15T01:06:13',20,0,5.75
42,'2007-09-15T01:08:13',20,0,5.62
42,'2007-09-15T01:10:13',20,0,5.64
42,'2007-09-15T01:12:13',20,0,5.56
42,'2007-09-15T01:14:13',20,0,5.52
42,'2007-09-15T01:16:13',20,0,5.47
42,'2007-09-15T01:18:13',20,0,5.44
42,'2007-09-15T01:20:13',20,0,5.14
42,'2007-09-15T01:22:13',20,0,5.02
42,'2007-09-15T01:24:13',20,0,5.08
42,'2007-09-15T01:26:13',20,0,5.11
42,'2007-09-15T01:28:13',20,0,5.24
42,'2007-09-15T01:30:13',20,0,5.28
42,'2007-09-15T01:32:13',20,0,5.38
42,'2007-09-15T01:34:13',20,0,5.44
42,'2007-09-15T01:36:13',20,0,5.44
42,'2007-09-15T01:38:13',20,0,5.5
42,'2007-09-15T01:40:13',20,0,5.48
42,'2007-09-15T01:42:13',20,0,5.49
42,'2007-09-15T01:44:13',20,0,5.44
42,'2007-09-15T01:46:13',20,0,5.44
42,'2007-09-15T01:48:13',20,0,5.45
42,'2007-09-15T01:50:13',20,0,5.58
42,'2007-09-15T01:52:13',20,0,5.56
42,'2007-09-15T01:54:13',20,0,5.46
42,'2007-09-15T01:56:13',20,0,5.54
42,'2007-09-15T01:58:13',20,0,5.57
42,'2007-09-15T02:00:13',20,0,5.58
42,'2007-09-15T02:02:13',20,0,5.66
42,'2007-09-15T02:04:13',20,0,5.68
42,'2007-09-15T02:06:13',20,0,5.71
42,'2007-09-15T02:08:12',20,0,5.75
42,'2007-09-15T02:10:12',20,0,5.69
42,'2007-09-15T02:12:13',20,0,5.84
42,'2007-09-15T02:14:13',20,0,5.81
42,'2007-09-15T02:16:13',20,0,5.7
42,'2007-09-15T02:18:12',20,0,5.66
42,'2007-09-15T02:20:12',20,0,5.62
42,'2007-09-15T02:22:12',20,0,5.57
42,'2007-09-15T02:24:12',20,0,5.56
42,'2007-09-15T02:26:12',20,0,5.54
42,'2007-09-15T02:28:13',20,0,5.6
42,'2007-09-15T02:30:13',20,0,5.55
42,'2007-09-15T02:32:13',20,0,5.49
42,'2007-09-15T02:34:13',20,0,5.44
42,'2007-09-15T02:36:13',20,0,5.44
42,'2007-09-15T02:38:13',20,0,5.36
42,'2007-09-15T02:40:13',20,0,5.38
42,'2007-09-15T02:42:13',20,0,5.4
42,'2007-09-15T02:44:13',20,0,5.48
42,'2007-09-15T02:46:13',20,0,5.43
42,'2007-09-15T02:48:13',20,0,5.4
42,'2007-09-15T02:50:13',20,0,5.34
42,'2007-09-15T02:52:13',20,0,5.38
42,'2007-09-15T02:54:13',20,0,5.37
42,'2007-09-15T02:56:13',20,0,5.35
42,'2007-09-15T02:58:13',20,0,5.34
42,'2007-09-15T03:00:13',20,0,5.43
42,'2007-09-15T03:02:13',20,0,5.4
42,'2007-09-15T03:04:13',20,0,5.28
42,'2007-09-15T03:06:13',20,0,5.36
