timestamp,mote_id,has_fault_type,temperature
'2007-09-15T00:06:01',15,0,6.050
'2007-09-15T00:08:01',15,0,5.940
'2007-09-15T00:10:01',15,0,6.000
'2007-09-15T00:12:01',15,0,5.920
'2007-09-15T00:14:01',15,0,5.890
'2007-09-15T00:16:01',15,0,5.800
'2007-09-15T00:18:01',15,0,5.800
'2007-09-15T00:20:01',15,0,5.800
'2007-09-15T00:22:01',15,0,5.770
'2007-09-15T00:24:01',15,0,5.820
'2007-09-15T00:26:01',15,0,5.860
'2007-09-15T00:28:01',15,0,5.970
'2007-09-15T00:30:01',15,0,6.060
'2007-09-15T00:32:01',15,0,5.920
'2007-09-15T00:34:01',15,0,6.000
'2007-09-15T00:36:01',15,0,5.940
'2007-09-15T00:38:01',15,0,5.930
'2007-09-15T00:40:01',15,0,5.970
'2007-09-15T00:42:01',15,0,5.890
'2007-09-15T00:44:01',15,0,5.940
'2007-09-15T00:46:01',15,0,5.930
'2007-09-15T00:48:01',15,0,5.920
'2007-09-15T00:50:01',15,0,5.870
'2007-09-15T00:52:01',15,0,5.780
'2007-09-15T00:54:01',15,0,5.830
'2007-09-15T00:56:01',15,0,5.820
'2007-09-15T00:58:01',15,0,5.790
'2007-09-15T01:00:01',15,0,5.760
'2007-09-15T01:02:01',15,0,5.730
'2007-09-15T01:04:01',15,0,5.760
'2007-09-15T01:06:01',15,0,5.720
'2007-09-15T01:08:01',15,0,5.660
'2007-09-15T01:10:01',15,0,5.590
'2007-09-15T01:12:01',15,0,5.600
'2007-09-15T01:14:01',15,0,5.560
'2007-09-15T01:16:01',15,0,5.500
'2007-09-15T01:18:01',15,0,5.530
'2007-09-15T01:20:01',15,0,5.400
'2007-09-15T01:22:01',15,0,5.300
'2007-09-15T01:24:01',15,0,5.360
'2007-09-15T01:26:01',15,0,5.300
'2007-09-15T01:28:01',15,0,5.260
'2007-09-15T01:30:01',15,0,5.360
'2007-09-15T01:32:01',15,0,5.460
'2007-09-15T01:34:01',15,0,5.460
'2007-09-15T01:36:01',15,0,5.560
'2007-09-15T01:38:01',15,0,5.580
'2007-09-15T01:40:01',15,0,5.580
'2007-09-15T01:42:01',15,0,5.600
'2007-09-15T01:44:01',15,0,5.590
'2007-09-15T01:46:01',15,0,5.600
'2007-09-15T01:48:01',15,0,5.610
'2007-09-15T01:50:01',15,0,5.630
'2007-09-15T01:52:01',15,0,5.650
'2007-09-15T01:54:01',15,0,5.660
'2007-09-15T01:56:01',15,0,5.660
'2007-09-15T01:58:01',15,0,5.720
'2007-09-15T02:00:01',15,0,5.740
'2007-09-15T02:02:01',15,0,5.760
'2007-09-15T02:04:01',15,0,5.760
'2007-09-15T02:06:01',15,0,5.810
'2007-09-15T02:08:00',15,0,5.820
'2007-09-15T02:10:00',15,0,5.860
'2007-09-15T02:12:01',15,0,5.780
'2007-09-15T02:14:01',15,0,5.800
'2007-09-15T02:16:01',15,0,5.760
'2007-09-15T02:18:00',15,0,5.730
'2007-09-15T02:20:00',15,0,5.720
'2007-09-15T02:22:00',15,0,5.700
'2007-09-15T02:24:00',15,0,5.680
'2007-09-15T02:26:00',15,0,5.720
'2007-09-15T02:28:01',15,0,5.740
'2007-09-15T02:30:01',15,0,5.640
'2007-09-15T02:32:01',15,0,5.600
'2007-09-15T02:34:01',15,0,5.640
'2007-09-15T02:36:01',15,0,5.580
'2007-09-15T02:38:01',15,0,5.580
'2007-09-15T02:40:01',15,0,5.560
'2007-09-15T02:42:01',15,0,5.560
'2007-09-15T02:44:01',15,0,5.500
'2007-09-15T02:46:01',15,0,5.510
'2007-09-15T02:48:01',15,0,5.560
'2007-09-15T02:50:01',15,0,5.500
'2007-09-15T02:52:01',15,0,5.460
'2007-09-15T02:54:01',15,0,5.480
'2007-09-15T02:56:01',15,0,5.450
'2007-09-15T02:58:01',15,0,5.490
'2007-09-15T03:00:01',15,0,5.510
'2007-09-15T03:02:01',15,0,5.540
'2007-09-15T03:04:01',15,0,5.520
'2007-09-15T03:06:01',15,0,5.480
'2007-09-15T03:08:00',15,0,5.420
'2007-09-15T03:10:00',15,0,5.360
'2007-09-15T03:12:00',15,0,5.340
'2007-09-15T03:14:01',15,0,5.320
'2007-09-15T03:16:01',15,0,5.220
'2007-09-15T03:18:00',15,0,5.160
'2007-09-15T03:20:00',15,0,5.240
'2007-09-15T03:22:00',15,0,5.320
'2007-09-15T03:24:00',15,0,5.360
'2007-09-15T03:26:00',15,0,5.520
'2007-09-15T03:28:01',15,0,5.400
'2007-09-15T03:30:01',15,0,5.340
'2007-09-15T03:32:01',15,0,5.300
'2007-09-15T03:34:00',15,0,5.360
'2007-09-15T03:36:00',15,0,5.330
'2007-09-15T03:38:01',15,0,5.330
