timestamp,mote_id,has_fault_type,temperature
'2015-08-10T18:26:51','santander20',0,26.45
'2015-08-10T18:31:48','santander20',0,26.51
'2015-08-10T21:06:39','santander20',0,21.54
'2015-08-10T21:35:28','santander20',0,20.83
'2015-08-10T21:40:25','santander20',0,20.83
'2015-08-10T21:45:26','santander20',0,20.83
'2015-08-10T21:50:20','santander20',0,20.77
'2015-08-10T21:55:25','santander20',0,20.58
'2015-08-10T22:00:16','santander20',0,20.77
'2015-08-10T22:05:14','santander20',0,20.77
'2015-08-10T22:10:11','santander20',0,20.9
'2015-08-10T22:15:10','santander20',0,20.7
'2015-08-10T22:18:57','santander20',0,20.51
'2015-08-10T22:23:55','santander20',0,20.7
'2015-08-10T22:28:53','santander20',0,20.38
'2015-08-10T22:33:50','santander20',0,20.51
'2015-08-10T22:41:14','santander20',0,20.45
'2015-08-10T22:43:47','santander20',0,20.58
'2015-08-11T01:20:08','santander20',0,18.45
'2015-08-11T01:57:19','santander20',0,18.32
'2015-08-11T02:48:55','santander20',0,18.7
'2015-08-11T02:53:37','santander20',0,18.64
'2015-08-11T03:02:07','santander20',0,18.45
'2015-08-11T03:08:33','santander20',0,17.8
'2015-08-11T03:11:44','santander20',0,17.93
'2015-08-11T03:17:04','santander20',0,18.19
'2015-08-11T03:42:05','santander20',0,17.87
'2015-08-11T03:48:26','santander20',0,17.54
'2015-08-11T03:51:26','santander20',0,18.06
'2015-08-11T04:02:29','santander20',0,17.8
'2015-08-11T04:09:55','santander20',0,17.87
'2015-08-11T04:11:24','santander20',0,17.74
'2015-08-11T04:36:06','santander20',0,18
'2015-08-11T04:43:12','santander20',0,17.87
'2015-08-11T04:46:06','santander20',0,18.51
'2015-08-11T05:40:38','santander20',0,18.32
'2015-08-11T06:02:13','santander20',0,18.06
'2015-08-11T06:30:48','santander20',0,17.35
'2015-08-11T07:21:07','santander20',0,18.12
'2015-08-11T07:24:53','santander20',0,18.25
'2015-08-11T07:29:51','santander20',0,18.19
'2015-08-11T07:38:25','santander20',0,18.19
'2015-08-11T07:39:46','santander20',0,18.51
'2015-08-11T07:44:44','santander20',0,18.45
'2015-08-11T07:49:42','santander20',0,18.45
'2015-08-11T07:54:40','santander20',0,18.38
'2015-08-11T07:59:37','santander20',0,18.45
'2015-08-11T08:11:07','santander20',0,18.38
'2015-08-11T08:29:59','santander20',0,18.96
'2015-08-11T08:34:21','santander20',0,18.83
'2015-08-11T08:39:32','santander20',0,18.96
'2015-08-11T08:59:30','santander20',0,19.61
'2015-08-11T09:04:31','santander20',0,19.48
'2015-08-11T09:09:07','santander20',0,19.93
'2015-08-11T09:14:21','santander20',0,20.12
'2015-08-11T09:22:04','santander20',0,19.93
'2015-08-11T09:25:42','santander20',0,20.38
'2015-08-11T09:28:58','santander20',0,20.32
'2015-08-11T09:40:10','santander20',0,20.64
'2015-08-11T09:43:56','santander20',0,20.64
'2015-08-11T09:48:55','santander20',0,20.77
'2015-08-11T09:53:52','santander20',0,21.41
'2015-08-11T10:11:28','santander20',0,21.09
'2015-08-11T10:34:56','santander20',0,21.09
'2015-08-11T10:38:51','santander20',0,21.03
'2015-08-11T10:43:31','santander20',0,21.09
'2015-08-11T10:48:29','santander20',0,21.22
'2015-08-11T10:53:29','santander20',0,21.29
'2015-08-11T11:03:33','santander20',0,21.48
'2015-08-11T11:08:22','santander20',0,21.35
'2015-08-11T11:13:20','santander20',0,21.48
'2015-08-11T11:28:27','santander20',0,21.87
'2015-08-11T12:07:58','santander20',0,23.41
'2015-08-11T12:13:04','santander20',0,23.09
'2015-08-11T12:22:20','santander20',0,23.8
'2015-08-11T12:23:01','santander20',0,23.29
'2015-08-11T12:29:16','santander20',0,23.22
'2015-08-11T12:32:58','santander20',0,22.83
'2015-08-11T12:37:44','santander20',0,22.9
'2015-08-11T13:27:29','santander20',0,25.35
'2015-08-11T14:17:33','santander20',0,24.77
'2015-08-11T14:22:05','santander20',0,25.35
'2015-08-11T15:46:29','santander20',0,24.9
'2015-08-11T17:46:36','santander20',0,23.48
'2015-08-11T18:34:34','santander20',0,22.96
'2015-08-11T18:40:09','santander20',0,23.41
'2015-08-11T18:52:20','santander20',0,24.25
'2015-08-11T18:53:56','santander20',0,23.41
'2015-08-11T19:35:39','santander20',0,22.19
'2015-08-11T19:49:31','santander20',0,22.12
'2015-08-11T20:12:57','santander20',0,21.93
'2015-08-11T20:17:55','santander20',0,22
'2015-08-11T20:22:53','santander20',0,21.61
'2015-08-11T20:27:51','santander20',0,21.87
'2015-08-11T20:32:48','santander20',0,21.48
'2015-08-11T20:37:46','santander20',0,21.41
'2015-08-11T20:42:44','santander20',0,21.67
'2015-08-11T20:47:42','santander20',0,21.35
