set_id,timestamp,mote_id,has_fault_type,light,temperature
85,'2004-02-29T00:00:50',34,0,60.72,18.499
85,'2004-02-29T00:01:53',34,0,60.72,18.499
85,'2004-02-29T00:02:19',34,0,60.72,18.499
85,'2004-02-29T00:02:48',34,0,60.72,18.489
85,'2004-02-29T00:03:18',34,0,60.72,18.499
85,'2004-02-29T00:03:48',34,0,60.72,18.489
85,'2004-02-29T00:05:49',34,0,60.72,18.469
85,'2004-02-29T00:09:50',34,0,60.72,18.45
85,'2004-02-29T00:10:22',34,0,60.72,18.44
85,'2004-02-29T00:10:49',34,0,60.72,18.44
85,'2004-02-29T00:11:18',34,0,60.72,18.44
85,'2004-02-29T00:12:48',34,0,60.72,18.44
85,'2004-02-29T00:13:18',34,0,60.72,18.42
85,'2004-02-29T00:13:49',34,0,60.72,18.42
85,'2004-02-29T00:14:48',34,0,60.72,18.44
85,'2004-02-29T00:15:19',34,0,60.72,18.44
85,'2004-02-29T00:16:21',34,0,60.72,18.44
85,'2004-02-29T00:17:48',34,0,60.72,18.42
85,'2004-02-29T00:18:19',34,0,60.72,18.43
85,'2004-02-29T00:19:18',34,0,60.72,18.411
85,'2004-02-29T00:19:51',34,0,60.72,18.42
85,'2004-02-29T00:20:19',34,0,60.72,18.42
85,'2004-02-29T00:20:51',34,0,60.72,18.401
85,'2004-02-29T00:21:18',34,0,60.72,18.42
85,'2004-02-29T00:21:48',34,0,60.72,18.42
85,'2004-02-29T00:24:23',34,0,60.72,18.391
85,'2004-02-29T00:26:18',34,0,60.72,18.362
85,'2004-02-29T00:27:20',34,0,60.72,18.342
85,'2004-02-29T00:28:48',34,0,60.72,18.362
85,'2004-02-29T00:29:18',34,0,60.72,18.362
85,'2004-02-29T00:30:19',34,0,60.72,18.362
85,'2004-02-29T00:31:22',34,0,60.72,18.332
85,'2004-02-29T00:33:48',34,0,60.72,18.322
85,'2004-02-29T00:35:18',34,0,60.72,18.322
85,'2004-02-29T00:36:19',34,0,60.72,18.322
85,'2004-02-29T00:38:21',34,0,60.72,18.322
85,'2004-02-29T00:41:48',34,0,60.72,18.303
85,'2004-02-29T00:42:18',34,0,60.72,18.293
85,'2004-02-29T00:43:18',34,0,60.72,18.283
85,'2004-02-29T00:43:49',34,0,60.72,18.283
85,'2004-02-29T00:44:19',34,0,60.72,18.283
85,'2004-02-29T00:44:48',34,0,60.72,18.264
85,'2004-02-29T00:46:19',34,0,60.72,18.264
85,'2004-02-29T00:46:48',34,0,60.72,18.244
85,'2004-02-29T00:49:23',34,0,60.72,18.224
85,'2004-02-29T00:49:48',34,0,60.72,18.224
85,'2004-02-29T00:50:48',34,0,60.72,18.205
85,'2004-02-29T00:51:49',34,0,60.72,18.185
85,'2004-02-29T00:52:19',34,0,60.72,18.195
85,'2004-02-29T00:54:18',34,0,60.72,18.156
85,'2004-02-29T00:55:20',34,0,60.72,18.156
85,'2004-02-29T00:55:49',34,0,60.72,18.166
85,'2004-02-29T00:56:18',34,0,60.72,18.166
85,'2004-02-29T00:56:48',34,0,60.72,18.146
85,'2004-02-29T01:00:53',34,0,60.72,18.087
85,'2004-02-29T01:03:22',34,0,60.72,18.087
85,'2004-02-29T01:03:52',34,0,60.72,18.077
85,'2004-02-29T01:04:48',34,0,60.72,18.068
85,'2004-02-29T01:05:18',34,0,60.72,18.058
85,'2004-02-29T01:05:49',34,0,60.72,18.048
85,'2004-02-29T01:06:18',34,0,60.72,18.058
85,'2004-02-29T01:06:48',34,0,60.72,18.038
85,'2004-02-29T01:07:19',34,0,60.72,18.028
85,'2004-02-29T01:07:50',34,0,60.72,18.038
85,'2004-02-29T01:08:52',34,0,60.72,18.019
85,'2004-02-29T01:09:21',34,0,60.72,18.019
85,'2004-02-29T01:09:50',34,0,60.72,18.009
85,'2004-02-29T01:10:52',34,0,60.72,18.009
85,'2004-02-29T01:11:21',34,0,60.72,17.999
85,'2004-02-29T01:11:49',34,0,60.72,17.989
85,'2004-02-29T01:12:21',34,0,60.72,17.999
85,'2004-02-29T01:13:22',34,0,60.72,17.989
85,'2004-02-29T01:14:48',34,0,60.72,17.979
85,'2004-02-29T01:15:53',34,0,60.72,17.989
85,'2004-02-29T01:16:20',34,0,60.72,17.989
85,'2004-02-29T01:16:53',34,0,60.72,17.989
85,'2004-02-29T01:17:19',34,0,60.72,17.979
