set_id,timestamp,mote_id,has_fault_type,light,temperature
66,'2004-02-29T00:00:19',29,0,23,18.518
66,'2004-02-29T00:01:48',29,0,23,18.538
66,'2004-02-29T00:03:19',29,0,23,18.518
66,'2004-02-29T00:05:19',29,0,23,18.518
66,'2004-02-29T00:05:48',29,0,23,18.518
66,'2004-02-29T00:07:18',29,0,23,18.509
66,'2004-02-29T00:07:48',29,0,23,18.489
66,'2004-02-29T00:10:19',29,0,23,18.489
66,'2004-02-29T00:10:48',29,0,23,18.479
66,'2004-02-29T00:11:22',29,0,23,18.489
66,'2004-02-29T00:12:18',29,0,23,18.469
66,'2004-02-29T00:12:49',29,0,23,18.469
66,'2004-02-29T00:15:18',29,0,23,18.44
66,'2004-02-29T00:18:19',29,0,23,18.42
66,'2004-02-29T00:18:48',29,0,23,18.42
66,'2004-02-29T00:19:19',29,0,23,18.42
66,'2004-02-29T00:20:19',29,0,23,18.43
66,'2004-02-29T00:23:18',29,0,23,18.42
66,'2004-02-29T00:24:23',29,0,23,18.42
66,'2004-02-29T00:25:49',29,0,23,18.42
66,'2004-02-29T00:27:19',29,0,23,18.381
66,'2004-02-29T00:27:48',29,0,23,18.381
66,'2004-02-29T00:28:48',29,0,23,18.391
66,'2004-02-29T00:29:48',29,0,23,18.371
66,'2004-02-29T00:30:19',29,0,23,18.371
66,'2004-02-29T00:30:48',29,0,23,18.371
66,'2004-02-29T00:31:54',29,0,23,18.371
66,'2004-02-29T00:32:18',29,0,23,18.362
66,'2004-02-29T00:32:49',29,0,23,18.371
66,'2004-02-29T00:33:19',29,0,23,18.362
66,'2004-02-29T00:33:49',29,0,23,18.362
66,'2004-02-29T00:35:18',29,0,23,18.352
66,'2004-02-29T00:35:48',29,0,23,18.342
66,'2004-02-29T00:36:48',29,0,23,18.342
66,'2004-02-29T00:37:18',29,0,23,18.322
66,'2004-02-29T00:37:52',29,0,23,18.322
66,'2004-02-29T00:38:18',29,0,23,18.322
66,'2004-02-29T00:38:48',29,0,23,18.303
66,'2004-02-29T00:39:19',29,0,23,18.293
66,'2004-02-29T00:40:18',29,0,23,18.273
66,'2004-02-29T00:40:48',29,0,23,18.264
66,'2004-02-29T00:41:48',29,0,23,18.244
66,'2004-02-29T00:42:18',29,0,23,18.244
66,'2004-02-29T00:42:49',29,0,23,18.244
66,'2004-02-29T00:43:48',29,0,23,18.224
66,'2004-02-29T00:47:48',29,0,23,18.166
66,'2004-02-29T00:48:18',29,0,23,18.146
66,'2004-02-29T00:49:49',29,0,21.16,18.126
66,'2004-02-29T00:50:49',29,0,21.16,18.117
66,'2004-02-29T00:51:18',29,0,21.16,18.097
66,'2004-02-29T00:52:49',29,0,21.16,18.068
66,'2004-02-29T00:53:48',29,0,21.16,18.058
66,'2004-02-29T00:54:18',29,0,21.16,18.038
66,'2004-02-29T00:55:49',29,0,21.16,17.999
66,'2004-02-29T00:58:48',29,0,21.16,17.979
66,'2004-02-29T01:00:19',29,0,21.16,17.96
66,'2004-02-29T01:01:18',29,0,21.16,17.95
66,'2004-02-29T01:03:18',29,0,21.16,17.93
66,'2004-02-29T01:04:18',29,0,21.16,17.911
66,'2004-02-29T01:05:18',29,0,21.16,17.891
66,'2004-02-29T01:05:49',29,0,21.16,17.881
66,'2004-02-29T01:06:18',29,0,21.16,17.872
66,'2004-02-29T01:06:48',29,0,21.16,17.881
66,'2004-02-29T01:07:18',29,0,21.16,17.881
66,'2004-02-29T01:07:49',29,0,21.16,17.852
66,'2004-02-29T01:09:18',29,0,21.16,17.832
66,'2004-02-29T01:09:49',29,0,21.16,17.813
66,'2004-02-29T01:10:48',29,0,21.16,17.813
66,'2004-02-29T01:13:18',29,0,21.16,17.793
66,'2004-02-29T01:16:18',29,0,21.16,17.783
66,'2004-02-29T01:16:48',29,0,21.16,17.774
66,'2004-02-29T01:18:18',29,0,21.16,17.774
66,'2004-02-29T01:18:48',29,0,21.16,17.754
66,'2004-02-29T01:19:18',29,0,21.16,17.754
66,'2004-02-29T01:19:49',29,0,21.16,17.754
66,'2004-02-29T01:25:52',29,0,21.16,17.715
66,'2004-02-29T01:27:48',29,0,21.16,17.695
66,'2004-02-29T01:29:48',29,0,21.16,17.685
66,'2004-02-29T01:30:19',29,0,21.16,17.676
66,'2004-02-29T01:30:49',29,0,21.16,17.676
66,'2004-02-29T01:32:49',29,0,21.16,17.666
66,'2004-02-29T01:33:23',29,0,21.16,17.646
66,'2004-02-29T01:34:49',29,0,21.16,17.627
66,'2004-02-29T01:35:22',29,0,21.16,17.617
66,'2004-02-29T01:36:49',29,0,21.16,17.587
66,'2004-02-29T01:37:18',29,0,21.16,17.587
66,'2004-02-29T01:37:49',29,0,21.16,17.578
66,'2004-02-29T01:38:18',29,0,21.16,17.587
66,'2004-02-29T01:38:48',29,0,21.16,17.578
66,'2004-02-29T01:39:22',29,0,21.16,17.578
66,'2004-02-29T01:40:19',29,0,21.16,17.578
66,'2004-02-29T01:41:48',29,0,21.16,17.578
66,'2004-02-29T01:42:48',29,0,21.16,17.558
66,'2004-02-29T01:45:18',29,1,74.06,17.558
66,'2004-02-29T01:45:48',29,0,21.16,17.538
66,'2004-02-29T01:46:18',29,0,21.16,17.529
66,'2004-02-29T01:46:48',29,0,21.16,17.529
66,'2004-02-29T01:48:48',29,0,21.16,17.519
66,'2004-02-29T01:51:19',29,0,21.16,17.519
66,'2004-02-29T01:51:49',29,0,21.16,17.509
66,'2004-02-29T01:53:18',29,0,21.16,17.489
66,'2004-02-29T01:54:18',29,1,52.9,17.47
66,'2004-02-29T01:55:18',29,0,21.16,17.47
66,'2004-02-29T01:56:21',29,0,21.16,17.46
66,'2004-02-29T01:56:48',29,0,21.16,17.46
66,'2004-02-29T01:58:18',29,0,21.16,17.46
66,'2004-02-29T01:59:48',29,0,21.16,17.45
66,'2004-02-29T02:00:19',29,0,21.16,17.44
66,'2004-02-29T02:00:48',29,0,21.16,17.431
66,'2004-02-29T02:01:19',29,0,21.16,17.44
66,'2004-02-29T02:02:48',29,0,21.16,17.411
66,'2004-02-29T02:03:18',29,0,21.16,17.421
66,'2004-02-29T02:03:48',29,0,21.16,17.421
66,'2004-02-29T02:04:48',29,0,21.16,17.401
66,'2004-02-29T02:06:19',29,0,21.16,17.382
66,'2004-02-29T02:08:48',29,1,74.06,17.382
66,'2004-02-29T02:09:18',29,1,74.06,17.372
66,'2004-02-29T02:09:48',29,0,21.16,17.362
66,'2004-02-29T02:11:19',29,0,21.16,17.342
66,'2004-02-29T02:11:49',29,0,21.16,17.352
66,'2004-02-29T02:13:19',29,0,21.16,17.333
66,'2004-02-29T02:17:18',29,1,50.6,17.303
66,'2004-02-29T02:18:19',29,0,20.24,17.303
66,'2004-02-29T02:19:23',29,0,20.24,17.303
66,'2004-02-29T02:19:48',29,0,20.24,17.303
66,'2004-02-29T02:20:48',29,0,20.24,17.293
66,'2004-02-29T02:23:48',29,0,20.24,17.274
66,'2004-02-29T02:26:50',29,1,52.9,17.244
66,'2004-02-29T02:28:18',29,0,20.24,17.215
66,'2004-02-29T02:28:48',29,0,20.24,17.215
66,'2004-02-29T02:29:18',29,0,20.24,17.205
66,'2004-02-29T02:29:54',29,1,70.84,17.205
66,'2004-02-29T02:30:18',29,0,20.24,17.205
66,'2004-02-29T02:30:49',29,0,20.24,17.195
66,'2004-02-29T02:32:48',29,0,20.24,17.176
66,'2004-02-29T02:33:52',29,0,20.24,17.176
66,'2004-02-29T02:35:19',29,0,20.24,17.166
66,'2004-02-29T02:36:18',29,0,20.24,17.156
66,'2004-02-29T02:36:48',29,0,20.24,17.156
66,'2004-02-29T02:38:19',29,0,20.24,17.127
66,'2004-02-29T02:38:48',29,0,20.24,17.146
66,'2004-02-29T02:39:18',29,0,20.24,17.137
66,'2004-02-29T02:40:48',29,0,20.24,17.107
66,'2004-02-29T02:43:18',29,0,20.24,17.107
66,'2004-02-29T02:44:18',29,0,20.24,17.097
66,'2004-02-29T02:44:49',29,0,20.24,17.097
66,'2004-02-29T02:45:22',29,0,20.24,17.107
66,'2004-02-29T02:46:18',29,0,20.24,17.097
66,'2004-02-29T02:47:19',29,0,20.24,17.088
66,'2004-02-29T02:48:21',29,0,20.24,17.058
66,'2004-02-29T02:49:19',29,0,20.24,17.048
66,'2004-02-29T02:49:49',29,0,20.24,17.058
66,'2004-02-29T02:50:18',29,0,20.24,17.048
66,'2004-02-29T02:50:48',29,1,70.84,17.029
66,'2004-02-29T02:51:18',29,0,20.24,17.029
66,'2004-02-29T02:51:49',29,1,50.6,17.019
66,'2004-02-29T02:52:18',29,0,20.24,17.019
66,'2004-02-29T02:52:48',29,1,70.84,17.009
66,'2004-02-29T02:53:18',29,0,20.24,16.999
66,'2004-02-29T02:55:19',29,0,20.24,16.98
66,'2004-02-29T02:55:52',29,0,20.24,16.97
66,'2004-02-29T02:56:18',29,0,20.24,16.97
66,'2004-02-29T02:56:48',29,0,20.24,16.98
66,'2004-02-29T02:57:18',29,0,20.24,16.98
66,'2004-02-29T02:57:48',29,0,20.24,16.98
66,'2004-02-29T02:58:21',29,0,20.24,16.97
66,'2004-02-29T02:59:18',29,0,20.24,16.96
66,'2004-02-29T02:59:48',29,1,70.84,16.96
66,'2004-02-29T03:01:18',29,0,20.24,16.95
66,'2004-02-29T03:01:48',29,0,20.24,16.95
66,'2004-02-29T03:02:25',29,0,20.24,16.941
66,'2004-02-29T03:03:18',29,0,20.24,16.95
66,'2004-02-29T03:04:48',29,0,20.24,16.95
66,'2004-02-29T03:05:52',29,0,20.24,16.96
66,'2004-02-29T03:06:18',29,1,70.84,16.931
66,'2004-02-29T03:06:48',29,0,20.24,16.95
66,'2004-02-29T03:07:18',29,0,20.24,16.941
66,'2004-02-29T03:08:19',29,0,20.24,16.95
66,'2004-02-29T03:09:18',29,0,20.24,16.921
66,'2004-02-29T03:09:48',29,0,20.24,16.931
66,'2004-02-29T03:10:19',29,0,20.24,16.911
66,'2004-02-29T03:10:48',29,0,20.24,16.911
66,'2004-02-29T03:11:48',29,1,70.84,16.892
66,'2004-02-29T03:12:19',29,0,20.24,16.911
66,'2004-02-29T03:12:48',29,1,50.6,16.892
66,'2004-02-29T03:19:49',29,0,20.24,16.911
66,'2004-02-29T03:20:49',29,0,20.24,16.892
66,'2004-02-29T03:21:49',29,0,20.24,16.911
66,'2004-02-29T03:22:19',29,0,20.24,16.911
66,'2004-02-29T03:23:49',29,1,50.6,16.901
66,'2004-02-29T03:24:49',29,1,70.84,16.911
66,'2004-02-29T03:25:49',29,0,20.24,16.931
66,'2004-02-29T03:26:19',29,0,20.24,16.911
66,'2004-02-29T03:26:49',29,1,70.84,16.911
66,'2004-02-29T03:27:48',29,0,20.24,16.901
66,'2004-02-29T03:29:18',29,0,20.24,16.892
66,'2004-02-29T03:30:19',29,1,70.84,16.872
66,'2004-02-29T03:30:50',29,0,20.24,16.882
66,'2004-02-29T03:31:48',29,0,20.24,16.882
66,'2004-02-29T03:35:18',29,0,20.24,16.843
66,'2004-02-29T03:36:19',29,0,20.24,16.833
66,'2004-02-29T03:36:54',29,0,20.24,16.833
66,'2004-02-29T03:37:18',29,0,20.24,16.833
66,'2004-02-29T03:37:49',29,0,20.24,16.823
66,'2004-02-29T03:38:49',29,1,50.6,16.813
66,'2004-02-29T03:39:49',29,1,70.84,16.833
66,'2004-02-29T03:40:53',29,1,70.84,16.823
66,'2004-02-29T03:42:48',29,0,20.24,16.803
66,'2004-02-29T03:44:19',29,0,20.24,16.813
66,'2004-02-29T03:45:19',29,0,20.24,16.794
66,'2004-02-29T03:46:19',29,1,70.84,16.803
66,'2004-02-29T03:47:18',29,1,70.84,16.794
66,'2004-02-29T03:47:48',29,0,20.24,16.774
66,'2004-02-29T03:48:19',29,0,20.24,16.784
66,'2004-02-29T03:48:49',29,0,20.24,16.784
66,'2004-02-29T03:51:19',29,0,20.24,16.754
66,'2004-02-29T03:54:19',29,0,20.24,16.745
66,'2004-02-29T03:54:49',29,0,20.24,16.745
66,'2004-02-29T03:55:48',29,0,20.24,16.735
66,'2004-02-29T03:56:50',29,0,20.24,16.735
66,'2004-02-29T03:57:25',29,1,50.6,16.735
66,'2004-02-29T04:00:53',29,0,20.24,16.725
66,'2004-02-29T04:03:01',29,1,50.6,16.715
66,'2004-02-29T04:03:49',29,0,20.24,16.715
66,'2004-02-29T04:04:19',29,0,20.24,16.725
66,'2004-02-29T04:05:20',29,1,50.6,16.715
66,'2004-02-29T04:07:23',29,0,20.24,16.715
66,'2004-02-29T04:08:21',29,0,20.24,16.696
66,'2004-02-29T04:10:49',29,1,70.84,16.656
66,'2004-02-29T04:11:49',29,0,20.24,16.656
66,'2004-02-29T04:12:23',29,0,20.24,16.666
66,'2004-02-29T04:13:48',29,0,20.24,16.637
66,'2004-02-29T04:16:19',29,0,20.24,16.617
66,'2004-02-29T04:16:52',29,0,20.24,16.607
66,'2004-02-29T04:18:51',29,0,20.24,16.637
66,'2004-02-29T04:19:18',29,0,20.24,16.627
66,'2004-02-29T04:19:51',29,0,20.24,16.627
66,'2004-02-29T04:24:19',29,0,20.24,16.617
66,'2004-02-29T04:24:48',29,0,20.24,16.617
66,'2004-02-29T04:25:49',29,0,20.24,16.627
66,'2004-02-29T04:26:19',29,0,20.24,16.617
66,'2004-02-29T04:26:48',29,0,20.24,16.617
66,'2004-02-29T04:27:48',29,0,20.24,16.607
66,'2004-02-29T04:29:48',29,0,20.24,16.598
66,'2004-02-29T04:30:49',29,0,20.24,16.588
66,'2004-02-29T04:31:48',29,0,20.24,16.578
66,'2004-02-29T04:32:55',29,0,20.24,16.568
66,'2004-02-29T04:33:18',29,0,20.24,16.558
66,'2004-02-29T04:35:48',29,0,20.24,16.529
66,'2004-02-29T04:36:19',29,0,20.24,16.529
66,'2004-02-29T04:36:48',29,0,20.24,16.539
66,'2004-02-29T04:38:48',29,0,20.24,16.558
66,'2004-02-29T04:39:19',29,1,50.6,16.558
66,'2004-02-29T04:40:18',29,1,70.84,16.578
66,'2004-02-29T04:41:19',29,1,50.6,16.549
66,'2004-02-29T04:41:48',29,0,20.24,16.549
66,'2004-02-29T04:42:19',29,0,20.24,16.539
66,'2004-02-29T04:42:49',29,0,20.24,16.529
66,'2004-02-29T04:44:19',29,0,20.24,16.539
66,'2004-02-29T04:45:19',29,0,20.24,16.519
66,'2004-02-29T04:45:51',29,0,20.24,16.519
66,'2004-02-29T04:46:19',29,0,20.24,16.519
66,'2004-02-29T04:46:48',29,1,50.6,16.5
66,'2004-02-29T04:48:19',29,1,50.6,16.5
66,'2004-02-29T04:48:49',29,0,20.24,16.5
66,'2004-02-29T04:49:19',29,1,70.84,16.49
66,'2004-02-29T04:49:48',29,0,20.24,16.5
66,'2004-02-29T04:52:19',29,1,70.84,16.5
66,'2004-02-29T04:53:48',29,0,20.24,16.5
66,'2004-02-29T04:56:49',29,0,20.24,16.47
66,'2004-02-29T04:57:20',29,0,20.24,16.451
66,'2004-02-29T04:57:49',29,0,20.24,16.451
66,'2004-02-29T04:58:19',29,0,20.24,16.46
66,'2004-02-29T04:59:18',29,0,20.24,16.451
66,'2004-02-29T05:01:52',29,0,20.24,16.46
66,'2004-02-29T05:03:49',29,0,20.24,16.47
66,'2004-02-29T05:05:21',29,0,20.24,16.46
66,'2004-02-29T05:06:49',29,0,20.24,16.441
66,'2004-02-29T05:07:18',29,0,20.24,16.451
66,'2004-02-29T05:09:48',29,0,20.24,16.402
66,'2004-02-29T05:10:49',29,0,20.24,16.431
66,'2004-02-29T05:12:18',29,0,20.24,16.441
66,'2004-02-29T05:12:56',29,0,20.24,16.451
66,'2004-02-29T05:13:19',29,0,20.24,16.451
66,'2004-02-29T05:13:48',29,0,20.24,16.451
66,'2004-02-29T05:17:21',29,0,20.24,16.411
66,'2004-02-29T05:19:19',29,0,20.24,16.421
66,'2004-02-29T05:20:19',29,0,20.24,16.402
66,'2004-02-29T05:20:52',29,0,20.24,16.402
66,'2004-02-29T05:23:48',29,0,20.24,16.402
66,'2004-02-29T05:24:19',29,0,20.24,16.382
66,'2004-02-29T05:24:49',29,0,20.24,16.382
66,'2004-02-29T05:25:18',29,0,20.24,16.362
66,'2004-02-29T05:25:49',29,0,20.24,16.353
66,'2004-02-29T05:26:18',29,0,20.24,16.343
66,'2004-02-29T05:26:49',29,0,20.24,16.333
66,'2004-02-29T05:28:48',29,0,20.24,16.323
66,'2004-02-29T05:29:19',29,0,20.24,16.323
66,'2004-02-29T05:31:49',29,0,20.24,16.333
66,'2004-02-29T05:32:49',29,0,20.24,16.323
66,'2004-02-29T05:33:22',29,0,20.24,16.323
66,'2004-02-29T05:33:50',29,0,20.24,16.343
66,'2004-02-29T05:36:19',29,0,20.24,16.343
66,'2004-02-29T05:36:48',29,0,20.24,16.323
66,'2004-02-29T05:37:49',29,0,20.24,16.323
66,'2004-02-29T05:38:18',29,0,20.24,16.323
66,'2004-02-29T05:39:18',29,0,20.24,16.304
