set_id,timestamp,mote_id,has_fault_type,temperature
48,'2007-09-26T02:02:05',29,0,-0.49
48,'2007-09-26T02:04:05',29,0,-0.86
48,'2007-09-26T02:06:05',29,0,-0.62
48,'2007-09-26T02:08:05',29,0,-0.39
48,'2007-09-26T02:10:05',29,0,-0.93
48,'2007-09-26T02:12:05',29,0,-0.29
48,'2007-09-26T02:14:05',29,0,-0.4
48,'2007-09-26T02:16:05',29,0,-0.28
48,'2007-09-26T02:18:05',29,0,-0.52
48,'2007-09-26T02:20:05',29,0,-1
48,'2007-09-26T02:22:05',29,0,-0.82
48,'2007-09-26T02:24:05',29,0,-0.88
48,'2007-09-26T02:26:05',29,0,-0.69
48,'2007-09-26T02:28:05',29,0,-0.86
48,'2007-09-26T02:30:05',29,0,-1.1
48,'2007-09-26T02:32:05',29,0,-0.86
48,'2007-09-26T02:34:05',29,0,-0.86
48,'2007-09-26T02:36:05',29,0,-0.86
48,'2007-09-26T02:38:05',29,0,0.2
48,'2007-09-26T02:40:05',29,0,-0.58
48,'2007-09-26T02:42:05',29,0,-0.52
48,'2007-09-26T02:44:05',29,0,-0.56
48,'2007-09-26T02:46:05',29,0,-0.66
48,'2007-09-26T02:48:05',29,0,-0.58
48,'2007-09-26T02:50:05',29,0,-0.59
48,'2007-09-26T02:52:05',29,0,-0.72
48,'2007-09-26T02:54:05',29,0,-0.97
48,'2007-09-26T02:56:05',29,0,-0.93
48,'2007-09-26T02:58:05',29,0,-0.74
48,'2007-09-26T03:00:05',29,0,-0.7
48,'2007-09-26T03:02:05',29,0,-0.78
48,'2007-09-26T03:04:05',29,0,-0.88
48,'2007-09-26T03:06:05',29,0,-1.26
48,'2007-09-26T03:08:05',29,0,-0.68
48,'2007-09-26T03:10:05',29,0,-0.9
48,'2007-09-26T03:12:05',29,0,-1.06
48,'2007-09-26T03:14:05',29,0,-1.02
48,'2007-09-26T03:16:05',29,0,-0.91
48,'2007-09-26T03:18:05',29,0,-0.94
48,'2007-09-26T03:20:05',29,0,-0.6
