set_id,timestamp,mote_id,has_fault_type,light,temperature
7,'2004-02-29T00:01:19',1,0,45.08,19.244
7,'2004-02-29T00:02:49',1,0,45.08,19.224
7,'2004-02-29T00:03:21',1,0,45.08,19.214
7,'2004-02-29T00:04:24',1,0,45.08,19.185
7,'2004-02-29T00:05:20',1,0,45.08,19.195
7,'2004-02-29T00:06:19',1,0,45.08,19.175
7,'2004-02-29T00:06:49',1,0,45.08,19.185
7,'2004-02-29T00:07:50',1,0,45.08,19.185
7,'2004-02-29T00:08:20',1,0,45.08,19.175
7,'2004-02-29T00:09:48',1,0,45.08,19.155
7,'2004-02-29T00:10:20',1,0,45.08,19.155
7,'2004-02-29T00:12:21',1,0,45.08,19.126
7,'2004-02-29T00:12:51',1,0,45.08,19.146
7,'2004-02-29T00:13:19',1,0,45.08,19.126
7,'2004-02-29T00:14:52',1,0,45.08,19.136
7,'2004-02-29T00:15:20',1,0,45.08,19.136
7,'2004-02-29T00:15:49',1,0,43.24,19.116
7,'2004-02-29T00:16:19',1,0,43.24,19.106
7,'2004-02-29T00:16:50',1,0,43.24,19.116
7,'2004-02-29T00:17:21',1,0,43.24,19.116
7,'2004-02-29T00:17:49',1,0,43.24,19.106
7,'2004-02-29T00:18:20',1,0,43.24,19.106
7,'2004-02-29T00:18:49',1,0,43.24,19.106
7,'2004-02-29T00:20:19',1,0,43.24,19.126
7,'2004-02-29T00:20:49',1,0,43.24,19.116
7,'2004-02-29T00:21:23',1,0,43.24,19.106
7,'2004-02-29T00:21:50',1,0,43.24,19.106
7,'2004-02-29T00:22:50',1,0,43.24,19.106
7,'2004-02-29T00:23:20',1,0,43.24,19.106
7,'2004-02-29T00:23:53',1,0,43.24,19.087
7,'2004-02-29T00:24:22',1,0,43.24,19.087
7,'2004-02-29T00:24:49',1,0,43.24,19.077
7,'2004-02-29T00:25:51',1,0,43.24,19.087
7,'2004-02-29T00:26:21',1,0,43.24,19.077
7,'2004-02-29T00:27:50',1,0,43.24,19.077
7,'2004-02-29T00:28:18',1,0,43.24,19.087
7,'2004-02-29T00:29:20',1,0,43.24,19.087
7,'2004-02-29T00:29:53',1,0,43.24,19.067
7,'2004-02-29T00:30:22',1,0,43.24,19.057
